id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3,lawyer_c,academic_c,psychologist_c,doctor/med_c,engineer_c,creative_art/entertain_c,business/entrepreur,real_estate_c,international/human_affairs_c,undecided,speech_pathology_c,undecided,politics_c,sports/athletics_c,other_c,journalism_c,architecture_c,other,law,math,social science/psych,med/biotech,engineering,english/journalism,"history, religion, philosophy","business, econ, finance",education,"bio, chem, physics",social work,undecided,"poli-sci, inter affairs",film,fine arts,languages,architect,other,field_not_submitted,black,caucasian,latino,asian,other,black_o,caucasian_o,latino_o,asian_o,other_o,iid
1.0,1.0,2.0,2.0,9.0,20.0,10.5,5.0,10.5,10.5,203.5,0.1,0.22149999999999995,0.6,25.6,2.35,15.675500000000003,17.444000000000003,18.651500000000002,17.549999999999997,16.153000000000002,14.528,0.15,5.7,7.45,7.7,6.631578947368421,7.421052631578948,5.117647058823529,6.2631578947368425,5.526315789473684,1.894736842105263,23.0,10.0,2.0,6.0,8.0,1.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0,6.0,17.02,21.27999999999999,17.02,21.27999999999999,14.889999999999992,8.51,10.0,7.0,7.0,8.0,6.0,3.0,14.580000000000004,20.82999999999999,16.67000000000001,18.75,16.67000000000001,12.5,8.0,10.0,10.0,9.0,8.0,,,,,,0.75,8.3,7.7,7.8,7.05,7.6,5.55,7.4,5.55,1.9473684210526316,,,,,,,,,,,,,9.0,3.0,3.0,17.02,21.27999999999999,19.149999999999995,19.149999999999995,14.889999999999992,8.51,9.0,7.0,7.0,8.0,6.0,6.0,16.32999999999999,20.410000000000007,16.32999999999999,16.32999999999999,18.37,12.240000000000004,8.0,10.0,9.0,9.0,8.0,,,,,,1.0,0.0,0.0,,,16.67000000000001,20.82999999999999,16.67000000000001,20.82999999999999,14.580000000000004,10.419999999999996,,,,,,,8.0,10.0,8.0,10.0,7.0,5.0,8.0,10.0,8.0,10.0,7.0,,8.0,12.0,8.0,12.0,6.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.6,0.1,0.1,0.05,214
2.0,1.0,4.0,2.0,9.0,20.0,10.5,3.0,10.5,10.5,203.5,0.25,0.20049999999999998,0.1,25.6,2.35,15.675500000000003,17.444000000000003,18.651500000000002,17.549999999999997,16.153000000000002,14.528,0.4,6.9,7.526315789473684,8.0,7.631578947368421,8.3,6.722222222222222,7.2631578947368425,6.2631578947368425,1.8421052631578947,26.0,8.0,4.0,3.0,1.0,1.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0,7.0,14.889999999999992,19.149999999999995,21.27999999999999,19.149999999999995,14.889999999999992,10.639999999999995,10.0,9.0,6.0,10.0,3.0,8.0,11.629999999999997,23.259999999999994,16.279999999999994,20.930000000000003,11.629999999999997,16.279999999999994,7.0,8.0,9.0,9.0,9.0,,,,,,0.5,5.6,7.3,6.5,5.75,5.95,5.2,5.3,5.25,1.9,,15.559999999999999,17.779999999999994,20.0,20.0,15.559999999999999,11.110000000000005,7.0,9.0,9.0,8.0,9.0,6.0,1.0,2.0,17.389999999999993,15.220000000000004,19.569999999999997,19.569999999999997,15.220000000000004,13.039999999999996,10.0,6.0,5.0,10.0,4.0,8.0,12.770000000000003,17.02,19.149999999999995,19.149999999999995,14.889999999999992,17.02,7.0,7.0,9.0,8.0,9.0,,,,,,3.0,0.0,0.0,,,14.580000000000004,14.580000000000004,18.75,18.75,18.75,14.580000000000004,,,,,,,9.0,7.0,6.0,9.0,4.0,8.0,6.0,7.0,8.0,9.0,8.0,,7.0,6.0,9.0,8.0,9.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,0.6,0.1,0.1,0.05,215
3.0,1.0,6.0,2.0,9.0,20.0,10.5,16.0,10.5,10.5,203.5,0.0,0.1585,0.6,25.6,2.35,15.675500000000003,17.444000000000003,18.651500000000002,17.549999999999997,16.153000000000002,14.528,0.05,3.6,6.55,7.05,6.15,7.0,5.0,5.368421052631579,5.684210526315789,1.9473684210526316,27.0,8.0,2.0,7.0,1.0,2.0,5.0,3.0,7.0,2.0,1.0,2.0,7.0,7.0,5.0,3.0,5.0,1.0,13.0,6.0,6.0,7.0,6.0,5.0,2.0,1.0,6.0,7.5,17.5,20.0,22.5,12.5,20.0,10.0,6.0,6.0,10.0,10.0,8.0,19.569999999999997,17.389999999999993,15.220000000000004,17.389999999999993,17.389999999999993,13.039999999999996,5.0,10.0,9.0,9.0,10.0,,,,,,0.75,7.7,8.3,8.6,8.15,7.9,6.75,7.1,5.45,1.95,,13.210000000000004,18.87,18.87,18.87,16.98,13.210000000000004,6.0,10.0,10.0,9.0,10.0,7.0,1.0,3.0,14.809999999999999,18.519999999999996,18.519999999999996,18.519999999999996,16.67000000000001,12.960000000000004,10.0,8.0,8.0,8.0,8.0,8.0,18.180000000000003,18.180000000000003,12.729999999999997,16.360000000000007,16.360000000000007,18.180000000000003,6.0,10.0,10.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.6,0.1,0.1,0.05,216
4.0,1.0,8.0,2.0,9.0,20.0,10.5,10.0,10.5,10.5,203.5,0.4,0.17850000000000002,0.6,25.6,2.35,15.675500000000003,17.444000000000003,18.651500000000002,17.549999999999997,16.153000000000002,14.528,0.65,7.8,7.7894736842105265,9.15,6.833333333333333,8.842105263157896,6.625,6.894736842105263,6.105263157894737,1.9473684210526316,26.0,10.0,2.0,8.0,1.0,5.0,4.0,2.0,2.0,1.0,2.0,8.0,7.0,8.0,8.0,10.0,1.0,2.0,10.0,4.0,8.0,6.0,10.0,10.0,1.0,7.0,3.0,21.27999999999999,17.02,21.27999999999999,12.770000000000003,6.379999999999998,21.27999999999999,10.0,4.0,8.0,7.0,1.0,4.0,12.240000000000004,20.410000000000007,20.410000000000007,16.32999999999999,16.32999999999999,14.289999999999997,7.0,10.0,7.0,10.0,10.0,,,,,,0.55,5.5,7.0,7.35,5.5,6.05,5.6,6.35,7.1,1.95,,26.32,15.789999999999997,18.42000000000001,21.050000000000004,2.6300000000000003,15.789999999999997,7.0,9.0,9.0,7.0,9.0,7.0,3.0,3.0,26.32,21.050000000000004,21.050000000000004,21.050000000000004,2.6300000000000003,7.889999999999998,10.0,6.0,7.0,7.0,2.0,4.0,11.539999999999996,19.230000000000004,19.230000000000004,17.31,19.230000000000004,13.460000000000004,7.0,8.0,10.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.6,0.1,0.1,0.05,217
5.0,1.0,10.0,2.0,9.0,20.0,10.5,19.0,10.5,10.5,203.5,0.05,0.22249999999999998,0.6,25.6,2.35,15.675500000000003,17.444000000000003,18.651500000000002,17.549999999999997,16.153000000000002,14.528,0.15,5.4,7.473684210526316,8.055555555555555,5.277777777777778,8.25,4.866666666666666,5.0,4.95,2.0,24.0,10.0,2.0,9.0,5.0,1.0,4.0,2.0,2.0,9.0,3.0,5.0,7.0,9.0,10.0,7.0,3.0,7.0,5.0,1.0,5.0,7.0,8.0,8.0,6.0,1.0,3.0,20.509999999999998,5.129999999999999,23.07999999999999,12.819999999999997,17.949999999999996,20.509999999999998,10.0,5.0,2.0,4.0,2.0,4.0,17.389999999999993,19.569999999999997,15.220000000000004,19.569999999999997,15.220000000000004,13.039999999999996,7.0,6.0,3.0,10.0,10.0,,,,,,0.5,4.95,5.45,5.9,5.3,5.4,4.4,4.5,3.7,2.0,,16.67000000000001,4.760000000000001,23.81,11.900000000000004,23.81,19.050000000000004,7.0,5.0,10.0,3.0,10.0,4.0,3.0,2.0,20.0,5.0,22.5,12.5,20.0,20.0,10.0,5.0,4.0,6.0,4.0,4.0,17.949999999999996,17.949999999999996,17.949999999999996,20.509999999999998,12.819999999999997,12.819999999999997,7.0,4.0,10.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.6,0.1,0.1,0.05,218
6.0,1.0,12.0,2.0,9.0,20.0,10.5,2.0,10.5,10.5,203.5,0.3,0.325,0.6,25.6,2.35,15.675500000000003,17.444000000000003,18.651500000000002,17.549999999999997,16.153000000000002,14.528,0.45,7.4,7.7894736842105265,8.0,7.764705882352941,7.764705882352941,7.0,7.0,6.555555555555555,1.894736842105263,26.0,8.0,2.0,1.0,1.0,1.0,3.0,2.0,7.0,8.0,2.0,7.0,7.0,7.0,8.0,3.0,3.0,6.0,7.0,2.0,6.0,7.0,7.0,10.0,3.0,10.0,7.0,16.279999999999994,16.279999999999994,18.600000000000005,16.279999999999994,16.279999999999994,16.279999999999994,8.0,5.0,8.0,9.0,6.0,8.0,20.0,12.5,15.0,17.5,17.5,17.5,7.0,7.0,6.0,9.0,6.0,,,,,,0.65,6.0,6.8,6.7368421052631575,5.9,5.25,5.9,6.3,5.0,1.9230769230769231,,19.509999999999998,12.199999999999996,17.069999999999997,19.509999999999998,14.629999999999999,17.069999999999997,7.0,8.0,8.0,7.0,7.0,7.0,1.0,3.0,19.509999999999998,12.199999999999996,17.069999999999997,19.509999999999998,14.629999999999999,17.069999999999997,8.0,6.0,6.0,8.0,6.0,6.0,18.42000000000001,13.16,15.789999999999997,21.050000000000004,15.789999999999997,15.789999999999997,7.0,8.0,9.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.6,0.1,0.1,0.05,219
7.0,1.0,14.0,2.0,9.0,20.0,10.5,14.0,10.5,10.5,203.5,0.15,0.0655,0.05,25.6,2.35,15.675500000000003,17.444000000000003,18.651500000000002,17.549999999999997,16.153000000000002,14.528,0.15,5.25,8.15,8.35,7.055555555555555,7.7894736842105265,6.4375,6.315789473684211,6.277777777777778,1.894736842105263,25.0,13.0,6.0,1.0,1.0,1.0,5.0,2.0,6.0,9.0,9.0,5.0,10.0,9.0,10.0,10.0,6.0,8.0,10.0,2.0,5.0,5.0,5.0,9.0,5.0,5.0,10.0,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,14.809999999999999,18.519999999999996,9.0,8.0,8.0,9.0,9.0,10.0,15.379999999999999,15.379999999999999,15.379999999999999,17.31,17.31,19.230000000000004,10.0,10.0,10.0,10.0,10.0,,,,,,0.75,8.5,8.8,8.9,8.85,8.9,8.3,8.25,8.35,1.9,18.0,15.379999999999999,15.379999999999999,17.31,19.230000000000004,15.379999999999999,17.31,10.0,10.0,10.0,10.0,8.0,10.0,1.0,1.0,17.860000000000007,17.860000000000007,17.860000000000007,17.860000000000007,14.289999999999997,14.289999999999997,10.0,8.0,8.0,9.0,9.0,10.0,16.949999999999996,16.949999999999996,16.949999999999996,16.949999999999996,16.949999999999996,15.25,10.0,10.0,10.0,10.0,10.0,,,,,,2.0,1.0,0.0,0.0,1.0,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,9.0,,12.0,12.0,12.0,12.0,9.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,0.6,0.1,0.1,0.05,220
8.0,1.0,16.0,2.0,9.0,20.0,10.5,7.0,10.5,10.5,203.5,0.25,0.12050000000000001,0.1,25.6,2.35,15.675500000000003,17.444000000000003,18.651500000000002,17.549999999999997,16.153000000000002,14.528,0.25,6.05,7.75,8.2,6.0588235294117645,7.25,5.733333333333333,5.842105263157895,5.894736842105263,1.9473684210526316,27.0,8.0,4.0,6.0,1.0,2.0,6.0,3.0,7.0,5.0,6.0,3.0,7.0,6.0,3.0,4.0,3.0,7.0,8.0,7.0,8.0,8.0,4.0,4.0,4.0,1.0,6.0,15.559999999999999,17.779999999999994,17.779999999999994,17.779999999999994,17.779999999999994,13.330000000000007,9.0,4.0,3.0,10.0,3.0,6.0,15.690000000000001,19.610000000000007,19.610000000000007,15.690000000000001,17.65,11.759999999999996,7.0,9.0,7.0,9.0,9.0,,,,,,0.85,5.9,6.3,6.95,6.6,6.55,3.95,6.45,4.45,2.0,,15.910000000000002,18.180000000000003,18.180000000000003,15.910000000000002,18.180000000000003,13.639999999999995,7.0,8.0,8.0,6.0,9.0,5.0,1.0,2.0,15.559999999999999,17.779999999999994,17.779999999999994,17.779999999999994,17.779999999999994,13.330000000000007,9.0,6.0,5.0,9.0,4.0,8.0,14.289999999999997,16.32999999999999,18.37,18.37,16.32999999999999,16.32999999999999,7.0,9.0,8.0,6.0,8.0,,,,,,2.0,0.0,0.0,,,15.220000000000004,15.220000000000004,19.569999999999997,15.220000000000004,19.569999999999997,15.220000000000004,,,,,,,9.0,9.0,5.0,9.0,6.0,8.0,8.0,9.0,7.0,9.0,9.0,,6.0,8.0,9.0,7.0,9.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,0.6,0.1,0.1,0.05,221
9.0,1.0,18.0,2.0,9.0,20.0,10.5,12.0,10.5,10.5,203.5,0.0,0.25399999999999995,0.6,25.6,2.35,15.675500000000003,17.444000000000003,18.651500000000002,17.549999999999997,16.153000000000002,14.528,0.05,3.2,7.444444444444445,8.157894736842104,4.157894736842105,5.833333333333333,4.0625,4.368421052631579,4.529411764705882,1.894736842105263,27.0,2.0,2.0,8.0,3.0,2.0,6.0,3.0,2.0,5.0,1.0,6.0,8.0,10.0,9.0,6.0,4.0,7.0,9.0,1.0,9.0,9.0,10.0,8.0,3.0,1.0,3.0,9.520000000000001,19.050000000000004,23.81,19.050000000000004,4.760000000000001,23.81,10.0,6.0,2.0,9.0,3.0,8.0,16.67000000000001,21.430000000000003,7.139999999999998,21.430000000000003,14.289999999999997,19.050000000000004,4.0,9.0,7.0,9.0,4.0,,,,,,0.6,7.0,5.15,6.15,5.45,5.4,3.9,6.05,5.25,1.9,,16.279999999999994,20.930000000000003,23.259999999999994,13.949999999999994,4.650000000000001,20.930000000000003,5.0,9.0,7.0,6.0,3.0,5.0,1.0,2.0,15.0,20.0,22.5,17.5,2.5,22.5,10.0,6.0,2.0,10.0,3.0,6.0,18.37,16.32999999999999,12.240000000000004,20.410000000000007,16.32999999999999,16.32999999999999,5.0,9.0,9.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.6,0.1,0.1,0.05,222
10.0,1.0,20.0,2.0,9.0,20.0,10.5,18.0,10.5,10.5,203.5,0.05,0.09349999999999999,0.6,25.6,2.35,15.675500000000003,17.444000000000003,18.651500000000002,17.549999999999997,16.153000000000002,14.528,0.05,5.35,7.85,7.65,5.526315789473684,7.222222222222222,5.928571428571429,6.052631578947368,5.473684210526316,2.0,28.0,7.0,2.0,6.0,6.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,17.389999999999993,17.389999999999993,19.569999999999997,19.569999999999997,10.870000000000003,15.220000000000004,9.0,5.0,2.0,7.0,2.0,2.0,27.589999999999993,6.900000000000003,13.789999999999996,20.69,24.139999999999993,6.900000000000003,7.0,8.0,7.0,9.0,6.0,,,,,,0.8,8.15,7.9,7.7,6.55,7.0,5.368421052631579,6.2,5.1,2.0,,19.050000000000004,16.67000000000001,19.050000000000004,19.050000000000004,9.520000000000001,16.67000000000001,7.0,8.0,9.0,8.0,4.0,7.0,3.0,3.0,19.050000000000004,16.67000000000001,19.050000000000004,19.050000000000004,9.520000000000001,16.67000000000001,8.0,3.0,4.0,8.0,3.0,5.0,21.62,13.509999999999996,10.81,21.62,18.92000000000001,13.509999999999996,7.0,8.0,9.0,7.0,4.0,,,,,,0.0,0.0,0.0,,,19.509999999999998,17.069999999999997,19.509999999999998,19.509999999999998,7.319999999999996,17.069999999999997,,,,,,,9.0,4.0,5.0,8.0,2.0,5.0,9.0,3.0,6.0,5.0,9.0,,7.0,8.0,9.0,6.0,3.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.6,0.1,0.1,0.05,223
11.0,1.0,22.0,2.0,9.0,20.0,10.5,20.0,10.5,10.5,203.5,0.2,0.14150000000000001,0.6,25.6,2.35,15.675500000000003,17.444000000000003,18.651500000000002,17.549999999999997,16.153000000000002,14.528,0.3,5.95,8.05,8.35,6.0,7.647058823529412,6.0,5.842105263157895,6.105263157894737,1.9473684210526316,32.0,3.0,2.0,1.0,3.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,17.240000000000002,17.240000000000002,17.240000000000002,17.240000000000002,13.789999999999996,17.240000000000002,10.0,10.0,8.0,10.0,5.0,9.0,21.740000000000006,19.569999999999997,15.220000000000004,21.740000000000006,4.35,17.389999999999993,8.0,10.0,8.0,8.0,8.0,,,,,,0.5,6.4,6.0,6.25,5.85,5.6,5.65,6.05,5.55,2.0,,14.809999999999999,18.519999999999996,18.519999999999996,18.519999999999996,11.110000000000005,18.519999999999996,8.0,10.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,17.65,19.610000000000007,15.690000000000001,19.610000000000007,9.800000000000002,17.65,,,,,,,9.0,9.0,6.0,10.0,5.0,9.0,10.0,8.0,5.0,9.0,6.0,,8.0,12.0,8.0,8.0,8.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.6,0.1,0.1,0.05,224
12.0,1.0,24.0,2.0,9.0,20.0,10.5,15.0,10.5,10.5,203.5,0.1,0.07200000000000001,0.1,25.6,2.35,15.675500000000003,17.444000000000003,18.651500000000002,17.549999999999997,16.153000000000002,14.528,0.25,6.1,7.95,7.95,7.2105263157894735,7.65,5.5,6.684210526315789,6.5,1.95,28.0,8.0,3.0,4.0,9.0,1.0,7.0,2.0,7.0,10.0,8.0,3.0,8.0,8.0,8.0,7.0,3.0,9.0,8.0,8.0,9.0,7.0,9.0,9.0,2.0,6.0,4.0,14.710000000000003,14.710000000000003,14.710000000000003,14.710000000000003,20.589999999999993,20.589999999999993,8.0,6.0,4.0,5.0,6.0,7.0,19.509999999999998,14.629999999999999,19.509999999999998,19.509999999999998,12.199999999999996,14.629999999999999,5.0,9.0,7.0,6.0,7.0,,,,,,0.55,5.95,6.3,6.6,5.85,6.15,5.9,6.05,5.65,1.95,,17.389999999999993,15.220000000000004,15.220000000000004,19.569999999999997,17.389999999999993,15.220000000000004,5.0,9.0,7.0,8.0,8.0,6.0,1.0,3.0,16.32999999999999,18.37,16.32999999999999,18.37,16.32999999999999,14.289999999999997,9.0,8.0,8.0,7.0,8.0,8.0,18.75,16.67000000000001,18.75,16.67000000000001,14.580000000000004,14.580000000000004,6.0,9.0,8.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.6,0.1,0.1,0.05,225
13.0,1.0,26.0,2.0,9.0,20.0,10.5,1.0,10.5,10.5,203.5,0.2,0.17850000000000002,0.6,25.6,2.35,15.675500000000003,17.444000000000003,18.651500000000002,17.549999999999997,16.153000000000002,14.528,0.65,8.6,7.75,7.9,7.888888888888889,8.0,6.388888888888889,7.473684210526316,5.7894736842105265,1.9473684210526316,23.0,8.0,2.0,1.0,3.0,2.0,3.0,1.0,6.0,10.0,7.0,8.0,6.0,7.0,7.0,3.0,2.0,8.0,4.0,5.0,6.0,7.0,4.0,9.0,2.0,4.0,3.0,25.639999999999993,17.949999999999996,15.379999999999999,20.509999999999998,10.259999999999998,10.259999999999998,10.0,3.0,6.0,6.0,3.0,8.0,19.050000000000004,16.67000000000001,19.050000000000004,11.900000000000004,19.050000000000004,14.289999999999997,10.0,10.0,10.0,10.0,10.0,,,,,,0.25,5.75,7.05,7.2,6.5,6.45,5.65,6.25,5.65,1.95,4.0,25.639999999999993,15.379999999999999,17.949999999999996,20.509999999999998,10.259999999999998,10.259999999999998,9.0,9.0,9.0,9.0,9.0,6.0,3.0,2.0,25.0,15.0,17.5,20.0,12.5,10.0,10.0,4.0,6.0,5.0,4.0,8.0,19.509999999999998,19.509999999999998,19.509999999999998,12.199999999999996,17.069999999999997,12.199999999999996,9.0,9.0,9.0,9.0,8.0,,,,,,0.0,1.0,1.0,1.0,,25.0,15.0,17.5,17.5,12.5,12.5,,,,,,,10.0,3.0,5.0,8.0,3.0,8.0,8.0,5.0,8.0,4.0,7.0,,9.0,8.0,8.0,7.0,8.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.6,0.1,0.1,0.05,226
